,1928 HK Equity,1928 HK Equity,1928 HK Equity,1928 HK Equity,1928 HK Equity
2011-04-24,14.067,14.196,13.809,14.196,8942000.0
2011-04-25,14.067,14.196,13.809,14.196,8942000.0
2011-04-26,14.196,14.454,13.744,14.357,8401208.0
2011-04-27,14.132,14.261,13.809,14.035,7585689.0
2011-04-28,14.035,14.067,13.486,13.68,8187410.0
2011-04-29,13.841,14.067,13.551,14.067,8826010.0
2011-04-30,13.841,14.067,13.551,14.067,8826010.0
2011-05-01,13.841,14.067,13.551,14.067,8826010.0
2011-05-02,13.841,14.067,13.551,14.067,8826010.0
2011-05-03,14.164,15.164,14.035,14.454,16707054.0
2011-05-04,14.164,14.39,13.648,14.196,13636973.0
2011-05-05,13.938,14.261,13.744,14.164,6145738.0
2011-05-06,14.067,14.261,13.68,14.035,4489536.0
2011-05-07,14.067,14.261,13.68,14.035,4489536.0
2011-05-08,14.067,14.261,13.68,14.035,4489536.0
2011-05-09,14.325,14.422,13.648,13.809,5627582.0
2011-05-10,14.325,14.422,13.648,13.809,5627582.0
2011-05-11,14.196,14.745,14.196,14.519,16017596.0
2011-05-12,14.648,14.68,13.97,14.035,6761557.0
2011-05-13,14.067,14.067,13.68,13.809,12350676.0
2011-05-14,14.067,14.067,13.68,13.809,12350676.0
2011-05-15,14.067,14.067,13.68,13.809,12350676.0
2011-05-16,13.712,13.712,13.357,13.551,11773256.0
2011-05-17,13.26,13.551,13.002,13.067,6823600.0
2011-05-18,12.777,13.551,12.777,13.454,18407549.0
2011-05-19,13.68,13.777,13.325,13.551,5881081.0
2011-05-20,13.422,13.519,13.131,13.454,4068515.0
2011-05-21,13.422,13.519,13.131,13.454,4068515.0
2011-05-22,13.422,13.519,13.131,13.454,4068515.0
2011-05-23,13.454,13.454,12.751,12.906,7542400.0
2011-05-24,12.97,13.131,12.454,12.906,9609690.0
2011-05-25,12.906,13.099,12.841,13.035,7097222.0
2011-05-26,13.164,13.841,13.164,13.68,9839358.0
2011-05-27,13.938,13.938,13.293,13.422,16126609.0
2011-05-28,13.938,13.938,13.293,13.422,16126609.0
2011-05-29,13.938,13.938,13.293,13.422,16126609.0
2011-05-30,13.486,13.615,13.228,13.325,10999065.0
2011-05-31,13.486,13.486,12.828,13.002,24632927.0
2011-06-01,13.131,13.131,12.854,12.938,150022526.0
2011-06-02,12.88,13.196,12.66,12.938,13611378.0
2011-06-03,13.035,13.035,12.596,12.764,17484235.0
2011-06-04,13.035,13.035,12.596,12.764,17484235.0
2011-06-05,13.035,13.035,12.596,12.764,17484235.0
2011-06-06,13.035,13.035,12.596,12.764,17484235.0
2011-06-07,12.854,12.854,12.183,12.351,29320219.0
2011-06-08,12.583,12.647,12.389,12.493,27681699.0
2011-06-09,12.66,12.66,12.325,12.454,21099602.0
2011-06-10,12.557,12.557,11.809,12.002,20425903.0
2011-06-11,12.557,12.557,11.809,12.002,20425903.0
2011-06-12,12.557,12.557,11.809,12.002,20425903.0
2011-06-13,11.654,11.899,11.331,11.757,28495837.0
2011-06-14,11.46,12.247,11.46,12.041,20631083.0
2011-06-15,12.338,12.647,12.144,12.364,20222266.0
2011-06-16,12.467,12.467,11.86,12.08,20435837.0
2011-06-17,12.08,12.312,11.809,12.273,8497217.0
2011-06-18,12.08,12.312,11.809,12.273,8497217.0
2011-06-19,12.08,12.312,11.809,12.273,8497217.0
2011-06-20,12.131,12.26,11.963,11.989,10286645.0
2011-06-21,12.028,12.105,11.654,11.976,6060333.0
2011-06-22,12.441,12.441,12.067,12.234,9871636.0
2011-06-23,12.131,12.131,11.628,11.912,15037476.0
2011-06-24,11.963,12.312,11.912,12.273,8095848.0
2011-06-25,11.963,12.312,11.912,12.273,8095848.0
2011-06-26,11.963,12.312,11.912,12.273,8095848.0
2011-06-27,12.26,12.531,12.26,12.428,7275289.0
2011-06-28,12.583,12.828,12.428,12.802,13892208.0
2011-06-29,13.164,13.422,13.067,13.357,15838887.0
2011-06-30,13.744,13.874,13.454,13.551,10917009.0
2011-07-01,13.744,13.874,13.454,13.551,10917009.0
2011-07-02,13.744,13.874,13.454,13.551,10917009.0
2011-07-03,13.744,13.874,13.454,13.551,10917009.0
2011-07-04,13.551,14.132,13.551,14.132,17785901.0
2011-07-05,14.132,14.325,14.003,14.196,11596247.0
2011-07-06,14.196,14.196,13.712,14.003,9955206.0
2011-07-07,13.809,14.067,13.551,14.003,7030088.0
2011-07-08,14.164,14.293,13.906,14.196,9872132.0
2011-07-09,14.164,14.293,13.906,14.196,9872132.0
2011-07-10,14.164,14.293,13.906,14.196,9872132.0
2011-07-11,14.132,14.132,13.551,13.712,4471429.0
2011-07-12,13.551,13.551,12.725,12.893,17828570.0
2011-07-13,13.228,13.357,13.131,13.293,5700200.0
2011-07-14,13.874,13.874,13.39,13.648,7978732.0
2011-07-15,13.744,13.744,13.26,13.551,4485070.0
2011-07-16,13.744,13.744,13.26,13.551,4485070.0
2011-07-17,13.744,13.744,13.26,13.551,4485070.0
2011-07-18,13.615,13.648,13.26,13.422,5583084.0
2011-07-19,13.454,13.519,13.067,13.131,6669371.0
2011-07-20,13.293,13.583,13.131,13.551,9316764.0
2011-07-21,13.648,13.874,13.293,13.744,9589134.0
2011-07-22,14.035,14.293,13.938,14.196,11969117.0
2011-07-23,14.035,14.293,13.938,14.196,11969117.0
2011-07-24,14.035,14.293,13.938,14.196,11969117.0
2011-07-25,14.099,14.261,13.841,14.003,6722887.0
2011-07-26,13.938,14.003,13.519,13.744,13056885.0
2011-07-27,14.067,15.454,13.906,15.1,25263989.0
2011-07-28,14.841,15.713,14.68,15.487,19600310.0
2011-07-29,15.648,15.874,14.841,15.132,12208140.0
2011-07-30,15.648,15.874,14.841,15.132,12208140.0
2011-07-31,15.648,15.874,14.841,15.132,12208140.0
2011-08-01,15.809,16.455,15.551,16.003,18243310.0
2011-08-02,15.809,16.132,15.325,16.035,10627018.0
2011-08-03,15.358,15.713,15.164,15.39,17460942.0
2011-08-04,15.454,15.648,14.874,15.422,12109188.0
2011-08-05,14.196,14.583,13.26,14.293,40462136.0
2011-08-06,14.196,14.583,13.26,14.293,40462136.0
2011-08-07,14.196,14.583,13.26,14.293,40462136.0
2011-08-08,14.003,15.164,13.293,15.003,27020226.0
2011-08-09,13.551,14.97,13.357,14.261,34388701.0
2011-08-10,14.68,14.97,13.809,13.874,26416099.0
2011-08-11,13.486,14.841,13.39,14.68,19892629.0
2011-08-12,14.841,15.035,14.067,14.164,16300533.0
2011-08-13,14.841,15.035,14.067,14.164,16300533.0
2011-08-14,14.841,15.035,14.067,14.164,16300533.0
2011-08-15,14.325,15.003,14.325,14.777,10949945.0
2011-08-16,15.196,15.616,15.003,15.196,17894165.0
2011-08-17,15.196,16.261,15.196,16.035,16784086.0
2011-08-18,15.906,16.358,15.1,15.551,15013086.0
2011-08-19,14.745,14.874,13.648,13.841,26525593.0
2011-08-20,14.745,14.874,13.648,13.841,26525593.0
2011-08-21,14.745,14.874,13.648,13.841,26525593.0
2011-08-22,13.68,14.067,12.351,13.196,25249000.0
2011-08-23,13.26,14.067,12.583,13.712,20784068.0
2011-08-24,13.938,14.035,13.228,13.357,12524257.0
2011-08-25,13.938,13.97,13.551,13.648,10763550.0
2011-08-26,13.648,14.099,13.519,13.68,7555438.0
2011-08-27,13.648,14.099,13.519,13.68,7555438.0
2011-08-28,13.648,14.099,13.519,13.68,7555438.0
2011-08-29,13.874,15.1,13.809,14.712,11845911.0
2011-08-30,14.97,15.487,14.938,15.003,13249018.0
2011-08-31,15.067,15.745,15.067,15.616,13049353.0
2011-09-01,15.906,17.164,15.325,15.519,24361089.0
2011-09-02,15.68,16.261,14.97,15.551,21810800.0
2011-09-03,15.68,16.261,14.97,15.551,21810800.0
2011-09-04,15.68,16.261,14.97,15.551,21810800.0
2011-09-05,15.1,15.39,14.777,15.325,12288556.0
2011-09-06,15.293,16.132,14.97,16.132,15224726.0
2011-09-07,15.938,16.551,15.777,16.1,20464100.0
2011-09-08,16.164,16.358,15.938,16.1,8227286.0
2011-09-09,16.1,16.487,15.68,15.809,5504294.0
2011-09-10,16.1,16.487,15.68,15.809,5504294.0
2011-09-11,16.1,16.487,15.68,15.809,5504294.0
2011-09-12,15.487,15.487,14.454,14.616,14772000.0
2011-09-13,15.487,15.487,14.454,14.616,14772000.0
2011-09-14,15.454,15.454,13.874,14.325,32827159.0
2011-09-15,14.809,14.809,13.583,14.035,14396861.0
2011-09-16,14.583,14.712,14.487,14.616,9908626.0
2011-09-17,14.583,14.712,14.487,14.616,9908626.0
2011-09-18,14.583,14.712,14.487,14.616,9908626.0
2011-09-19,14.583,14.583,14.099,14.325,5859474.0
2011-09-20,14.487,14.97,13.68,13.874,20787879.0
2011-09-21,13.777,14.39,13.486,14.228,12186252.0
2011-09-22,13.551,13.97,12.802,13.131,17645782.0
2011-09-23,12.738,13.744,12.325,13.325,15323663.0
2011-09-24,12.738,13.744,12.325,13.325,15323663.0
2011-09-25,12.738,13.744,12.325,13.325,15323663.0
2011-09-26,13.712,13.712,12.286,12.647,18338386.0
2011-09-27,13.099,13.97,13.035,13.841,22017564.0
2011-09-28,14.228,14.422,13.615,14.003,21516075.0
2011-09-29,14.228,14.422,13.615,14.003,21516075.0
2011-09-30,12.88,13.228,11.938,12.028,60638445.0
2011-10-01,12.88,13.228,11.938,12.028,60638445.0
2011-10-02,12.88,13.228,11.938,12.028,60638445.0
2011-10-03,11.357,11.357,10.17,10.312,51013779.0
2011-10-04,9.808,11.099,9.615,9.744,48537724.0
2011-10-05,9.808,11.099,9.615,9.744,48537724.0
2011-10-06,10.97,12.312,10.97,12.247,42529608.0
2011-10-07,12.647,13.583,12.441,12.854,30384030.0
2011-10-08,12.647,13.583,12.441,12.854,30384030.0
2011-10-09,12.647,13.583,12.441,12.854,30384030.0
2011-10-10,13.454,13.519,12.222,12.467,16612207.0
2011-10-11,13.551,13.744,12.906,13.035,20628292.0
2011-10-12,13.228,13.938,12.938,13.583,25047597.0
2011-10-13,13.938,14.035,13.486,13.551,13877461.0
2011-10-14,13.164,13.293,12.841,13.002,21908869.0
2011-10-15,13.164,13.293,12.841,13.002,21908869.0
2011-10-16,13.164,13.293,12.841,13.002,21908869.0
2011-10-17,13.228,13.906,13.228,13.874,12843578.0
2011-10-18,13.357,13.357,12.97,13.196,12845112.0
2011-10-19,13.454,13.841,12.686,12.893,14984704.0
2011-10-20,12.583,12.712,12.131,12.415,17024091.0
2011-10-21,12.054,12.97,11.938,12.583,15016970.0
2011-10-22,12.054,12.97,11.938,12.583,15016970.0
2011-10-23,12.054,12.97,11.938,12.583,15016970.0
2011-10-24,13.26,13.68,12.893,13.583,12093473.0
2011-10-25,14.003,14.487,13.809,14.003,23232683.0
2011-10-26,13.357,14.357,13.325,14.261,12551346.0
2011-10-27,14.261,15.487,14.261,15.422,38035714.0
2011-10-28,16.164,16.519,15.648,16.035,31007208.0
2011-10-29,16.164,16.519,15.648,16.035,31007208.0
2011-10-30,16.164,16.519,15.648,16.035,31007208.0
2011-10-31,15.519,15.938,15.196,15.422,17244800.0
2011-11-01,14.68,16.197,14.519,15.39,22794071.0
2011-11-02,14.906,15.648,14.906,15.454,24079588.0
2011-11-03,15.067,15.745,15.067,15.196,16334168.0
2011-11-04,15.809,16.293,15.68,16.1,20977418.0
2011-11-05,15.809,16.293,15.68,16.1,20977418.0
2011-11-06,15.809,16.293,15.68,16.1,20977418.0
2011-11-07,16.132,16.455,15.809,16.067,14396188.0
2011-11-08,15.842,16.164,15.454,15.519,11027232.0
2011-11-09,15.971,15.971,15.003,15.261,12529680.0
2011-11-10,14.196,15.196,14.196,14.938,13145034.0
2011-11-11,14.906,15.1,13.777,14.261,37666967.0
2011-11-12,14.906,15.1,13.777,14.261,37666967.0
2011-11-13,14.906,15.1,13.777,14.261,37666967.0
2011-11-14,14.164,14.422,13.39,14.003,30406062.0
2011-11-15,14.003,14.357,13.938,14.228,11314315.0
2011-11-16,14.261,14.293,13.712,13.841,13053200.0
2011-11-17,13.809,14.551,13.583,14.357,13741511.0
2011-11-18,14.164,14.293,13.293,13.39,20189842.0
2011-11-19,14.164,14.293,13.293,13.39,20189842.0
2011-11-20,14.164,14.293,13.293,13.39,20189842.0
2011-11-21,12.893,13.131,12.88,12.906,19429361.0
2011-11-22,12.97,13.712,12.906,13.583,17264260.0
2011-11-23,13.68,14.003,13.325,13.519,9734864.0
2011-11-24,13.293,13.551,13.131,13.454,10309921.0
2011-11-25,13.486,13.648,12.906,13.002,8105050.0
2011-11-26,13.486,13.648,12.906,13.002,8105050.0
2011-11-27,13.486,13.648,12.906,13.002,8105050.0
2011-11-28,13.228,13.422,12.97,13.131,12902601.0
2011-11-29,13.357,14.261,13.164,14.099,22110310.0
2011-11-30,14.164,14.261,13.519,14.035,12066416.0
2011-12-01,15.809,15.809,14.712,15.132,17299221.0
2011-12-02,14.906,15.293,14.583,15.164,11385173.0
2011-12-03,14.906,15.293,14.583,15.164,11385173.0
2011-12-04,14.906,15.293,14.583,15.164,11385173.0
2011-12-05,15.229,15.229,14.648,14.809,10309096.0
2011-12-06,14.648,15.067,14.648,14.777,6383151.0
2011-12-07,14.777,15.067,14.519,14.97,8179853.0
2011-12-08,14.745,15.583,14.712,15.39,12102716.0
2011-12-09,14.777,15.1,14.712,14.938,9519235.0
2011-12-10,14.777,15.1,14.712,14.938,9519235.0
2011-12-11,14.777,15.1,14.712,14.938,9519235.0
2011-12-12,15.293,15.487,14.712,14.745,8147604.0
2011-12-13,14.551,14.874,14.454,14.616,9802581.0
2011-12-14,14.551,14.745,14.228,14.487,11821381.0
2011-12-15,14.067,14.261,13.39,13.519,23859250.0
2011-12-16,13.454,14.325,13.454,13.874,10010143.0
2011-12-17,13.454,14.325,13.454,13.874,10010143.0
2011-12-18,13.454,14.325,13.454,13.874,10010143.0
2011-12-19,13.583,13.841,13.293,13.39,7875293.0
2011-12-20,13.196,13.68,13.131,13.196,5731400.0
2011-12-21,13.744,14.099,13.551,13.906,11294309.0
2011-12-22,13.615,14.164,13.615,13.97,2637441.0
2011-12-23,14.035,14.293,14.035,14.164,3674168.0
2011-12-24,14.035,14.293,14.035,14.164,3674168.0
2011-12-25,14.035,14.293,14.035,14.164,3674168.0
2011-12-26,14.035,14.293,14.035,14.164,3674168.0
2011-12-27,14.035,14.293,14.035,14.164,3674168.0
2011-12-28,14.39,14.39,13.874,13.97,3709357.0
2011-12-29,13.97,13.97,13.648,13.744,4205664.0
2011-12-30,13.874,14.196,13.841,14.164,4120189.0
2011-12-31,13.874,14.196,13.841,14.164,4120189.0
2012-01-01,13.874,14.196,13.841,14.164,4120189.0
2012-01-02,13.874,14.196,13.841,14.164,4120189.0
2012-01-03,14.519,14.777,14.261,14.616,14906117.0
2012-01-04,14.745,14.97,14.422,14.777,8117894.0
2012-01-05,14.809,14.874,14.422,14.519,10739619.0
2012-01-06,14.196,14.648,14.196,14.325,5737823.0
2012-01-07,14.196,14.648,14.196,14.325,5737823.0
2012-01-08,14.196,14.648,14.196,14.325,5737823.0
2012-01-09,14.325,14.648,13.841,14.422,13106503.0
2012-01-10,14.228,15.164,14.228,14.906,13068909.0
2012-01-11,15.293,15.454,14.938,15.358,13574463.0
2012-01-12,15.422,15.906,14.97,15.164,12305604.0
2012-01-13,15.616,15.713,15.196,15.422,5435882.0
2012-01-14,15.616,15.713,15.196,15.422,5435882.0
2012-01-15,15.616,15.713,15.196,15.422,5435882.0
2012-01-16,15.422,15.809,15.293,15.713,5828400.0
2012-01-17,15.842,16.003,15.583,15.745,8270400.0
2012-01-18,15.745,15.809,15.164,15.551,10526291.0
2012-01-19,16.003,16.261,15.809,16.067,11947879.0
2012-01-20,16.261,16.39,15.971,16.326,9949800.0
2012-01-21,16.261,16.39,15.971,16.326,9949800.0
2012-01-22,16.261,16.39,15.971,16.326,9949800.0
2012-01-23,16.261,16.39,15.971,16.326,9949800.0
2012-01-24,16.261,16.39,15.971,16.326,9949800.0
2012-01-25,16.261,16.39,15.971,16.326,9949800.0
2012-01-26,16.777,17.745,16.551,17.39,19301936.0
2012-01-27,17.616,18.003,17.326,17.616,25260150.0
2012-01-28,17.616,18.003,17.326,17.616,25260150.0
2012-01-29,17.616,18.003,17.326,17.616,25260150.0
2012-01-30,17.487,17.713,17.132,17.326,15426922.0
2012-01-31,17.132,17.423,16.648,16.939,19217253.0
2012-02-01,17.164,17.293,16.842,17.068,19549657.0
2012-02-02,17.1,18.068,17.1,17.907,32992406.0
2012-02-03,18.229,18.745,17.713,18.229,22135568.0
2012-02-04,18.229,18.745,17.713,18.229,22135568.0
2012-02-05,18.229,18.745,17.713,18.229,22135568.0
2012-02-06,18.649,18.713,18.165,18.487,19355761.0
2012-02-07,18.649,18.874,18.358,18.455,10214052.0
2012-02-08,18.616,18.616,18.358,18.455,7738290.0
2012-02-09,18.616,18.907,18.294,18.52,12926234.0
2012-02-10,18.745,18.745,18.132,18.261,17856704.0
2012-02-11,18.745,18.745,18.132,18.261,17856704.0
2012-02-12,18.745,18.745,18.132,18.261,17856704.0
2012-02-13,17.82,18.248,17.392,18.116,15980332.0
2012-02-14,17.985,18.676,17.985,18.512,7521151.0
2012-02-15,18.446,19.236,18.413,19.138,13207167.0
2012-02-16,19.138,19.302,18.578,18.578,16744344.0
2012-02-17,19.072,19.961,19.072,19.73,20847171.0
2012-02-18,19.072,19.961,19.072,19.73,20847171.0
2012-02-19,19.072,19.961,19.072,19.73,20847171.0
2012-02-20,20.422,20.455,20.06,20.258,16196200.0
2012-02-21,20.027,20.323,19.533,19.632,23317800.0
2012-02-22,19.368,19.599,19.302,19.434,16264884.0
2012-02-23,19.335,19.994,19.269,19.368,17594683.0
2012-02-24,19.335,19.434,18.709,18.874,29074412.0
2012-02-25,19.335,19.434,18.709,18.874,29074412.0
2012-02-26,19.335,19.434,18.709,18.874,29074412.0
2012-02-27,18.644,19.105,18.512,18.709,11834277.0
2012-02-28,18.644,19.006,18.347,18.841,14825378.0
2012-02-29,18.775,19.5,18.775,19.203,15697188.0
2012-03-01,19.236,19.632,18.907,19.072,14018673.0
2012-03-02,19.434,19.566,19.171,19.269,12494410.0
2012-03-03,19.434,19.566,19.171,19.269,12494410.0
2012-03-04,19.434,19.566,19.171,19.269,12494410.0
2012-03-05,19.138,19.171,18.808,19.105,13150716.0
2012-03-06,19.236,19.236,18.248,18.38,16613262.0
2012-03-07,17.952,18.841,17.853,18.775,13599059.0
2012-03-08,18.578,19.203,18.578,19.039,9652525.0
2012-03-09,19.072,19.302,18.841,18.874,5532575.0
2012-03-10,19.072,19.302,18.841,18.874,5532575.0
2012-03-11,19.072,19.302,18.841,18.874,5532575.0
2012-03-12,18.94,19.302,18.874,19.039,3861300.0
2012-03-13,19.302,20.554,19.269,20.159,25501832.0
2012-03-14,20.686,20.817,19.994,20.258,15735854.0
2012-03-15,20.62,20.653,19.763,20.06,14615627.0
2012-03-16,20.356,20.883,20.192,20.686,25119471.0
2012-03-17,20.356,20.883,20.192,20.686,25119471.0
2012-03-18,20.356,20.883,20.192,20.686,25119471.0
2012-03-19,20.916,21.443,20.719,20.982,12732698.0
2012-03-20,20.916,21.246,20.521,20.62,10903497.0
2012-03-21,20.521,20.686,19.862,20.258,13763025.0
2012-03-22,20.488,20.488,19.994,20.027,6599800.0
2012-03-23,20.192,20.192,19.269,19.698,17580775.0
2012-03-24,20.192,20.192,19.269,19.698,17580775.0
2012-03-25,20.192,20.192,19.269,19.698,17580775.0
2012-03-26,19.895,20.159,19.599,19.796,6242882.0
2012-03-27,20.06,20.488,19.961,20.389,13501915.0
2012-03-28,20.422,20.587,20.192,20.356,10982647.0
2012-03-29,20.356,20.356,19.632,19.961,15273972.0
2012-03-30,19.665,20.323,19.632,19.994,14179154.0
2012-03-31,19.665,20.323,19.632,19.994,14179154.0
2012-04-01,19.665,20.323,19.632,19.994,14179154.0
2012-04-02,20.356,20.521,20.126,20.422,11921056.0
2012-04-03,20.752,20.752,20.192,20.258,9561908.0
2012-04-04,20.752,20.752,20.192,20.258,9561908.0
2012-04-05,20.027,20.455,19.796,20.29,9155785.0
2012-04-06,20.027,20.455,19.796,20.29,9155785.0
2012-04-07,20.027,20.455,19.796,20.29,9155785.0
2012-04-08,20.027,20.455,19.796,20.29,9155785.0
2012-04-09,20.027,20.455,19.796,20.29,9155785.0
2012-04-10,20.422,20.422,19.665,19.698,15036109.0
2012-04-11,19.269,19.566,18.907,19.434,23332889.0
2012-04-12,19.401,20.225,19.401,20.06,16239888.0
2012-04-13,20.455,20.488,20.093,20.455,15363744.0
2012-04-14,20.455,20.488,20.093,20.455,15363744.0
2012-04-15,20.455,20.488,20.093,20.455,15363744.0
2012-04-16,20.455,20.916,20.225,20.521,14482799.0
2012-04-17,20.554,20.554,20.258,20.258,14948151.0
2012-04-18,20.62,21.41,20.554,21.377,25505431.0
2012-04-19,21.74,21.773,21.279,21.542,17946516.0
2012-04-20,21.476,21.476,21.048,21.246,14025206.0
2012-04-21,21.476,21.476,21.048,21.246,14025206.0
2012-04-22,21.476,21.476,21.048,21.246,14025206.0
2012-04-23,21.081,21.279,20.62,20.752,10409413.0
2012-04-24,20.29,20.62,20.192,20.356,20148370.0
2012-04-25,20.422,20.982,20.422,20.949,14368712.0
2012-04-26,20.883,20.916,20.192,20.455,21370154.0
2012-04-27,20.225,20.225,19.665,19.698,34092930.0
2012-04-28,20.225,20.225,19.665,19.698,34092930.0
2012-04-29,20.225,20.225,19.665,19.698,34092930.0
2012-04-30,19.895,20.258,19.698,20.093,21924043.0
2012-05-01,19.895,20.258,19.698,20.093,21924043.0
2012-05-02,20.389,20.521,20.093,20.225,17528335.0
2012-05-03,20.126,20.192,19.73,20.093,20113205.0
2012-05-04,19.994,20.389,19.829,20.29,13634733.0
2012-05-05,19.994,20.389,19.829,20.29,13634733.0
2012-05-06,19.994,20.389,19.829,20.29,13634733.0
2012-05-07,19.763,19.763,18.841,19.138,35311216.0
2012-05-08,19.335,19.566,19.236,19.401,17077396.0
2012-05-09,19.434,19.434,18.512,18.907,19417348.0
2012-05-10,18.94,19.302,18.644,18.742,10511862.0
2012-05-11,19.269,19.335,18.874,19.039,19446126.0
2012-05-12,19.269,19.335,18.874,19.039,19446126.0
2012-05-13,19.269,19.335,18.874,19.039,19446126.0
2012-05-14,19.138,19.171,18.215,18.281,13632066.0
2012-05-15,17.952,18.248,17.293,18.116,30461415.0
2012-05-16,17.557,17.622,17.029,17.227,25562212.0
2012-05-17,17.557,18.018,17.326,17.787,12302797.0
2012-05-18,17.227,17.754,17.095,17.524,11689660.0
2012-05-19,17.227,17.754,17.095,17.524,11689660.0
2012-05-20,17.227,17.754,17.095,17.524,11689660.0
2012-05-21,17.919,18.182,17.359,18.116,12939656.0
2012-05-22,18.479,18.479,17.359,17.425,24315535.0
2012-05-23,17.458,17.458,16.535,16.733,23519632.0
2012-05-24,16.931,17.029,16.7,16.865,16848023.0
2012-05-25,16.997,17.227,16.766,17.095,20408461.0
2012-05-26,16.997,17.227,16.766,17.095,20408461.0
2012-05-27,16.997,17.227,16.766,17.095,20408461.0
2012-05-28,17.095,17.491,16.964,17.26,14223231.0
2012-05-29,17.227,17.952,17.227,17.919,16173825.0
2012-05-30,17.787,18.248,17.721,17.952,12693856.0
2012-05-31,17.787,17.787,17.26,17.458,21476289.0
2012-06-01,17.359,17.688,16.865,17.326,86179425.0
2012-06-02,17.359,17.688,16.865,17.326,86179425.0
2012-06-03,17.359,17.688,16.865,17.326,86179425.0
2012-06-04,16.799,16.865,16.206,16.502,34651311.0
2012-06-05,16.799,17.359,16.733,17.095,13400013.0
2012-06-06,17.621,17.857,17.453,17.722,14888133.0
2012-06-07,18.194,18.194,17.351,17.52,10593158.0
2012-06-08,17.722,17.722,16.88,16.947,13437092.0
2012-06-09,17.722,17.722,16.88,16.947,13437092.0
2012-06-10,17.722,17.722,16.88,16.947,13437092.0
2012-06-11,17.621,17.621,17.351,17.486,11225612.0
2012-06-12,17.183,17.655,17.149,17.486,4949421.0
2012-06-13,17.419,17.958,17.318,17.924,5476979.0
2012-06-14,17.722,17.823,17.149,17.149,6831316.0
2012-06-15,16.779,17.183,16.341,16.812,67493732.0
2012-06-16,16.779,17.183,16.341,16.812,67493732.0
2012-06-17,16.779,17.183,16.341,16.812,67493732.0
2012-06-18,17.183,17.284,16.711,16.779,7841923.0
2012-06-19,16.913,17.318,16.678,17.149,8587364.0
2012-06-20,17.385,17.857,17.284,17.722,16157150.0
2012-06-21,17.722,17.823,17.25,17.385,12014791.0
2012-06-22,16.981,17.082,16.509,16.61,23042517.0
2012-06-23,16.981,17.082,16.509,16.61,23042517.0
2012-06-24,16.981,17.082,16.509,16.61,23042517.0
2012-06-25,16.644,16.644,16.105,16.24,13386614.0
2012-06-26,15.835,15.835,15.195,15.296,43954094.0
2012-06-27,15.364,15.903,15.364,15.566,25737354.0
2012-06-28,15.701,15.97,15.566,15.633,19624118.0
2012-06-29,15.903,16.88,15.835,16.509,21502739.0
2012-06-30,15.903,16.88,15.835,16.509,21502739.0
2012-07-01,15.903,16.88,15.835,16.509,21502739.0
2012-07-02,15.903,16.88,15.835,16.509,21502739.0
2012-07-03,16.711,16.779,16.004,16.543,27577795.0
2012-07-04,16.644,16.644,16.172,16.374,34315602.0
2012-07-05,16.408,16.509,15.903,16.004,10312271.0
2012-07-06,16.071,16.172,15.734,15.835,13355021.0
2012-07-07,16.071,16.172,15.734,15.835,13355021.0
2012-07-08,16.071,16.172,15.734,15.835,13355021.0
2012-07-09,15.734,15.802,15.06,15.06,20694723.0
2012-07-10,15.128,15.296,14.723,15.128,18553645.0
2012-07-11,14.825,15.633,14.69,15.566,11170900.0
2012-07-12,15.364,15.431,14.959,15.263,6936231.0
2012-07-13,15.263,15.364,15.027,15.33,9894620.0
2012-07-14,15.263,15.364,15.027,15.33,9894620.0
2012-07-15,15.263,15.364,15.027,15.33,9894620.0
2012-07-16,15.498,15.802,15.296,15.701,11917294.0
2012-07-17,15.835,15.97,15.633,15.667,18773164.0
2012-07-18,15.701,15.936,15.532,15.701,9770029.0
2012-07-19,15.802,16.105,15.599,15.869,12131750.0
2012-07-20,15.869,16.071,15.566,15.802,8718222.0
2012-07-21,15.869,16.071,15.566,15.802,8718222.0
2012-07-22,15.869,16.071,15.566,15.802,8718222.0
2012-07-23,15.431,15.532,15.128,15.161,11275057.0
2012-07-24,14.858,15.566,14.858,15.431,9014689.0
2012-07-25,15.161,15.296,14.69,14.993,15698725.0
2012-07-26,14.622,14.69,13.915,14.252,40033049.0
2012-07-27,14.488,14.858,14.454,14.757,31497960.0
