,CRD/B US Equity,CRD/B US Equity,CRD/B US Equity,CRD/B US Equity,CRD/B US Equity
2023-10-30,7.9331,8.1305,7.9331,8.091,12337.0
2023-10-31,8.0318,8.091,8.0318,8.0614,7223.0
2023-11-01,8.1403,8.2094,8.1206,8.1206,3380.0
2023-11-02,8.1305,8.1601,8.0713,8.1601,20669.0
2023-11-03,8.1285,8.4363,8.1285,8.3278,3515.0
2023-11-04,8.1285,8.4363,8.1285,8.3278,3515.0
2023-11-05,8.1285,8.4363,8.1285,8.3278,3515.0
2023-11-06,8.3081,8.3969,8.2982,8.3771,5174.0
2023-11-07,8.3574,9.0086,8.3574,8.762,11748.0
2023-11-08,8.9396,8.9396,8.4659,8.535,14580.0
2023-11-09,8.6337,9.1172,8.6337,9.1172,18737.0
2023-11-10,9.1665,9.4132,8.9198,9.206,16314.0
2023-11-11,9.1665,9.4132,8.9198,9.206,16314.0
2023-11-12,9.1665,9.4132,8.9198,9.206,16314.0
2023-11-13,9.1764,9.3593,8.4067,9.127,18232.0
2023-11-14,9.0876,9.5711,9.0876,9.423,8006.0
2023-11-15,9.5217,9.5217,8.9593,9.0481,14448.0
2023-11-16,9.2454,9.2454,9.0481,9.1754,8671.0
2023-11-17,9.1863,9.4448,9.1863,9.405,31280.0
2023-11-18,9.1863,9.4448,9.1863,9.405,31280.0
2023-11-19,9.1863,9.4448,9.1863,9.405,31280.0
2023-11-20,9.4448,9.8425,9.3852,9.8027,58889.0
2023-11-21,9.8922,10.0413,9.5343,9.584,63108.0
2023-11-22,9.6437,10.1009,9.6437,10.0285,41365.0
2023-11-23,9.6437,10.1009,9.6437,10.0285,41365.0
2023-11-24,10.2004,10.598,10.106,10.2899,25845.0
2023-11-25,10.2004,10.598,10.106,10.2899,25845.0
2023-11-26,10.2004,10.598,10.106,10.2899,25845.0
2023-11-27,10.2899,10.5136,9.5741,10.1805,15740.0
2023-11-28,10.2402,10.5583,9.7928,9.7928,45498.0
2023-11-29,10.0115,10.439,9.8127,10.091,35253.0
2023-11-30,10.1905,10.3595,10.1706,10.2402,18399.0
2023-12-01,10.1407,10.3992,10.0712,10.3396,30377.0
2023-12-02,10.1407,10.3992,10.0712,10.3396,30377.0
2023-12-03,10.1407,10.3992,10.0712,10.3396,30377.0
2023-12-04,10.101,10.5981,10.101,10.5484,41164.0
2023-12-05,10.5484,10.6577,10.2701,10.5185,35451.0
2023-12-06,10.5881,10.7373,10.1248,10.6975,27019.0
2023-12-07,10.7472,10.8367,10.5244,10.527,18645.0
2023-12-08,10.4489,10.5384,10.1905,10.2004,24478.0
2023-12-09,10.4489,10.5384,10.1905,10.2004,24478.0
2023-12-10,10.4489,10.5384,10.1905,10.2004,24478.0
2023-12-11,10.3197,10.777,10.3197,10.7074,46372.0
2023-12-12,10.7571,10.7571,10.5384,10.5384,22685.0
2023-12-13,10.4987,10.8466,10.4987,10.5384,34946.0
2023-12-14,10.5683,11.0356,10.5683,10.8069,54025.0
2023-12-15,10.8665,11.0852,10.6577,11.0852,34123.0
2023-12-16,10.8665,11.0852,10.6577,11.0852,34123.0
2023-12-17,10.8665,11.0852,10.6577,11.0852,34123.0
2023-12-18,11.0827,11.1846,10.9361,11.125,22492.0
2023-12-19,11.0653,11.4829,11.0653,11.463,44899.0
2023-12-20,11.5127,11.5127,10.9461,11.1846,23180.0
2023-12-21,11.304,11.9701,11.2443,11.8508,63623.0
2023-12-22,11.8129,11.8508,11.5326,11.801,51481.0
2023-12-23,11.8129,11.8508,11.5326,11.801,51481.0
2023-12-24,11.8129,11.8508,11.5326,11.801,51481.0
2023-12-25,11.8129,11.8508,11.5326,11.801,51481.0
2023-12-26,11.6718,12.1063,11.6519,11.9999,27293.0
2023-12-27,12.0397,12.0894,11.809,11.9999,15439.0
2023-12-28,12.1192,12.1192,11.7215,12.0098,16540.0
2023-12-29,12.0297,13.1929,11.7911,13.004,75681.0
2023-12-30,12.0297,13.1929,11.7911,13.004,75681.0
2023-12-31,12.0297,13.1929,11.7911,13.004,75681.0
2024-01-01,12.0297,13.1929,11.7911,13.004,75681.0
2024-01-02,13.4315,13.4315,12.3578,12.5566,39092.0
2024-01-03,12.6262,12.835,12.3081,12.5169,15948.0
2024-01-04,12.6262,12.8138,12.4075,12.4274,26964.0
2024-01-05,12.5367,12.5666,11.9502,12.0297,24067.0
2024-01-06,12.5367,12.5666,11.9502,12.0297,24067.0
2024-01-07,12.5367,12.5666,11.9502,12.0297,24067.0
2024-01-08,12.3479,12.6461,11.9204,12.2484,42388.0
2024-01-09,12.0695,12.3081,11.9303,12.0098,31276.0
2024-01-10,12.2683,12.2683,11.801,11.98,18325.0
2024-01-11,11.9402,12.1291,11.7812,11.801,7074.0
2024-01-12,11.98,12.1091,11.6519,11.98,33831.0
2024-01-13,11.98,12.1091,11.6519,11.98,33831.0
2024-01-14,11.98,12.1091,11.6519,11.98,33831.0
2024-01-15,11.98,12.1091,11.6519,11.98,33831.0
2024-01-16,10.9361,12.1291,10.6507,12.1291,20497.0
2024-01-17,11.9104,12.328,11.8408,12.2385,24019.0
2024-01-18,12.0794,12.149,11.9291,12.0794,11890.0
2024-01-19,11.9402,12.1987,11.8508,12.0695,13955.0
2024-01-20,11.9402,12.1987,11.8508,12.0695,13955.0
2024-01-21,11.9402,12.1987,11.8508,12.0695,13955.0
2024-01-22,12.0794,12.3279,12.0595,12.1689,14850.0
2024-01-23,12.3379,12.3379,12.1888,12.1888,9652.0
2024-01-24,12.1788,12.2285,11.8905,12.0993,6179.0
2024-01-25,12.0098,12.1689,11.8706,11.8706,8890.0
2024-01-26,11.801,12.1788,11.801,12.1788,9768.0
2024-01-27,11.801,12.1788,11.801,12.1788,9768.0
2024-01-28,11.801,12.1788,11.801,12.1788,9768.0
2024-01-29,12.0496,12.0993,11.9104,12.0894,10718.0
2024-01-30,12.0297,12.1788,11.9204,12.0496,6589.0
2024-01-31,12.0695,12.0695,11.5127,11.7116,6745.0
2024-02-01,11.7144,12.1291,11.5824,12.0397,17119.0
2024-02-02,11.9204,12.1788,11.9005,12.1689,8120.0
2024-02-03,11.9204,12.1788,11.9005,12.1689,8120.0
2024-02-04,11.9204,12.1788,11.9005,12.1689,8120.0
2024-02-05,12.2087,12.2484,11.2542,11.3835,14037.0
2024-02-06,11.4332,11.7315,11.294,11.7315,16052.0
2024-02-07,11.7911,11.7911,11.5127,11.7215,8322.0
2024-02-08,11.811,11.9899,11.7016,11.9899,3458.0
2024-02-09,12.0695,12.2783,12.0695,12.2385,31156.0
2024-02-10,12.0695,12.2783,12.0695,12.2385,31156.0
2024-02-11,12.0695,12.2783,12.0695,12.2385,31156.0
2024-02-12,12.0595,12.1888,11.7613,11.8607,12028.0
2024-02-13,12.2882,12.6163,12.0695,12.4672,18683.0
2024-02-14,12.9145,12.9145,12.328,12.5765,9646.0
2024-02-15,12.666,12.666,12.3182,12.4771,10795.0
2024-02-16,12.5566,12.6362,12.4274,12.5865,6968.0
2024-02-17,12.5566,12.6362,12.4274,12.5865,6968.0
2024-02-18,12.5566,12.6362,12.4274,12.5865,6968.0
2024-02-19,12.5566,12.6362,12.4274,12.5865,6968.0
2024-02-20,12.2285,12.3727,12.1291,12.2186,10167.0
2024-02-21,12.318,12.318,11.9204,12.0198,5437.0
2024-02-22,11.9005,11.9899,11.9005,11.98,6225.0
2024-02-23,12.13,12.13,11.88,12.03,6895.0
2024-02-24,12.13,12.13,11.88,12.03,6895.0
2024-02-25,12.13,12.13,11.88,12.03,6895.0
2024-02-26,11.97,12.7,11.97,12.4731,21255.0
2024-02-27,12.45,12.46,11.47,11.55,7923.0
2024-02-28,11.67,11.68,11.24,11.24,14624.0
2024-02-29,11.17,11.4299,10.9889,10.99,4177.0
2024-03-01,11.44,11.62,11.18,11.31,15359.0
2024-03-02,11.44,11.62,11.18,11.31,15359.0
2024-03-03,11.44,11.62,11.18,11.31,15359.0
2024-03-04,11.22,12.0,11.22,11.68,5459.0
2024-03-05,9.0,9.85,8.2419,9.06,104839.0
2024-03-06,9.05,9.51,8.34,8.44,38315.0
2024-03-07,8.36,8.55,8.1,8.1,38761.0
2024-03-08,8.17,8.36,7.92,8.0,32676.0
2024-03-09,8.17,8.36,7.92,8.0,32676.0
2024-03-10,8.17,8.36,7.92,8.0,32676.0
2024-03-11,7.99,7.99,7.54,7.78,21225.0
2024-03-12,7.65,8.1299,7.56,7.93,15145.0
2024-03-13,7.84,8.217,7.7832,7.81,12570.0
2024-03-14,7.96,8.35,7.96,8.35,11721.0
2024-03-15,8.31,8.5,7.37,7.61,121765.0
2024-03-16,8.31,8.5,7.37,7.61,121765.0
2024-03-17,8.31,8.5,7.37,7.61,121765.0
2024-03-18,7.87,8.33,7.85,8.04,45577.0
2024-03-19,7.94,8.5499,7.94,8.23,54284.0
2024-03-20,8.2,9.1099,8.2,8.72,42367.0
2024-03-21,8.68,8.75,8.5,8.6,26555.0
2024-03-22,8.4431,8.83,8.42,8.83,34543.0
2024-03-23,8.4431,8.83,8.42,8.83,34543.0
2024-03-24,8.4431,8.83,8.42,8.83,34543.0
2024-03-25,8.69,8.81,8.42,8.62,64276.0
2024-03-26,8.53,9.2399,8.53,9.04,33034.0
2024-03-27,8.9,9.54,8.9,9.15,33461.0
2024-03-28,9.06,9.31,9.06,9.07,8665.0
2024-03-29,9.06,9.31,9.06,9.07,8665.0
2024-03-30,9.06,9.31,9.06,9.07,8665.0
2024-03-31,9.06,9.31,9.06,9.07,8665.0
2024-04-01,8.5,9.1,8.5,8.74,14978.0
2024-04-02,8.75,8.92,8.49,8.65,31974.0
2024-04-03,8.6399,8.876,8.5165,8.81,15323.0
2024-04-04,8.91,9.17,8.63,8.86,22342.0
2024-04-05,8.86,9.01,8.63,8.96,40304.0
2024-04-06,8.86,9.01,8.63,8.96,40304.0
2024-04-07,8.86,9.01,8.63,8.96,40304.0
2024-04-08,9.08,9.2,8.66,8.66,12660.0
2024-04-09,8.87,9.34,8.87,9.2,25076.0
2024-04-10,9.16,9.84,9.14,9.84,30746.0
2024-04-11,9.96,9.96,9.4,9.66,39480.0
2024-04-12,9.68,9.7199,9.17,9.7,15509.0
2024-04-13,9.68,9.7199,9.17,9.7,15509.0
2024-04-14,9.68,9.7199,9.17,9.7,15509.0
2024-04-15,9.57,9.97,9.49,9.49,13774.0
2024-04-16,9.4029,9.77,9.4029,9.74,12089.0
2024-04-17,9.72,9.7399,9.4301,9.45,8749.0
2024-04-18,9.6,9.94,9.595,9.87,18463.0
2024-04-19,9.7,9.82,9.6701,9.8,8366.0
2024-04-20,9.7,9.82,9.6701,9.8,8366.0
2024-04-21,9.7,9.82,9.6701,9.8,8366.0
2024-04-22,9.65,9.8699,9.63,9.63,9321.0
2024-04-23,9.79,9.81,9.52,9.66,4671.0
2024-04-24,9.63,9.7499,9.5,9.69,10933.0
2024-04-25,9.51,9.57,9.42,9.57,6506.0
2024-04-26,9.44,9.72,9.3501,9.72,2893.0
2024-04-27,9.44,9.72,9.3501,9.72,2893.0
2024-04-28,9.44,9.72,9.3501,9.72,2893.0
2024-04-29,9.61,9.8659,9.2,9.23,10846.0
2024-04-30,9.05,9.25,9.05,9.25,10022.0
2024-05-01,9.425,9.5891,9.425,9.49,4348.0
